agent_id,supplier_id,Destination,Booking date,pax,booking_status,travel_date,coupon_redeem,Coupon Used?,costprice,markup,selling_price
3115,489,Kashmir,2024-09-16,4,Confirmed,2024-10-01,0,No,107802.16800217374,21447.156809815937,129249.32481198967
3005,594,Bali,2024-12-07,1,Confirmed,2024-12-24,2000,Yes,43178.13792426644,11815.030747991985,52993.16867225843
4810,718,Maldives,2024-09-07,2,Confirmed,2024-09-18,2000,Yes,131305.50043554482,12205.184988062458,141510.68542360727
2876,576,Bali,2024-06-27,9,Confirmed,2024-07-18,1000,Yes,383670.6304290299,171636.16595828792,554306.7963873178
4013,757,Kerala,2024-05-23,3,Confirmed,2024-06-10,0,No,48880.43877994215,12337.44680707005,61217.885587012206
3713,928,Thailand,2024-10-24,5,Confirmed,2024-11-10,2000,Yes,163026.75342031923,3903.2219536987436,164929.975374018
1719,991,Kerala,2024-07-02,1,Canceled,2024-07-15,1000,Yes,19254.60125066567,4300.544021702808,22555.145272368478
1897,453,Kashmir,2024-07-21,7,Canceled,2024-07-30,500,Yes,164772.9106591957,15195.081508900454,179467.99216809616
4315,616,Kerala,2024-05-26,5,Confirmed,2024-05-28,1000,Yes,86587.37308186514,3287.7695762692906,88875.14265813443
1350,380,Vietnam,2024-05-07,2,Confirmed,2024-05-15,500,Yes,69607.96947333361,1881.5478967602428,70989.51737009385
3563,303,Thailand,2024-01-26,8,Canceled,2024-02-02,2000,Yes,278407.9329755764,-11892.791641052037,264515.1413345243
3573,812,Vietnam,2024-01-23,7,Confirmed,2024-02-08,2000,Yes,247775.2023557968,95940.90962975373,341716.1119855505
4946,665,Thailand,2024-03-26,10,Confirmed,2024-04-12,1000,Yes,353741.92331721226,41000.13350035166,393742.05681756395
4678,537,Thailand,2024-09-01,8,Confirmed,2024-09-16,0,No,279189.6970969888,41380.48224750741,320570.1793444962
4998,782,Dubai,2024-10-03,10,Failed,2024-10-13,1000,Yes,309045.3114286053,59029.099982639134,367074.4114112444
4320,660,Vietnam,2024-08-26,6,Confirmed,2024-09-12,500,Yes,226173.26703439746,-6276.875880219111,219396.39115417836
1955,302,Maldives,2024-06-04,4,Confirmed,2024-06-12,0,No,225109.01871770027,100931.74274024632,326040.7614579466
3322,358,Dubai,2024-09-11,6,Confirmed,2024-09-29,1000,Yes,179243.7714945983,32623.516166431855,210867.28766103016
1298,640,Dubai,2024-05-26,8,Confirmed,2024-06-29,0,No,255411.19621810154,90584.69694414065,345995.8931622422
1598,638,Bali,2024-07-09,2,Confirmed,2024-07-14,0,No,80149.66472408577,2008.1473447145943,82157.81206880037
4198,999,Maldives,2024-05-12,8,Failed,2024-06-01,0,No,516589.64567325066,146503.5786784542,663093.2243517048
2196,816,Kerala,2024-04-18,5,Confirmed,2024-04-28,500,Yes,91970.32742625737,13362.849890103944,104833.17731636131
4959,427,Maldives,2024-05-28,3,Confirmed,2024-06-10,1000,Yes,170471.39054588866,80512.55548167223,249983.9460275609
4996,953,Thailand,2024-09-23,2,Confirmed,2024-10-06,500,Yes,71963.28297618583,-208.23951475976395,71255.04346142606
2899,979,Himachal Pradesh,2024-12-03,7,Confirmed,2024-12-17,0,No,139036.74669598593,37653.957416962556,176690.7041129485
3701,493,Kashmir,2024-03-21,1,Canceled,2024-04-18,2000,Yes,24091.709783871727,6521.526440054254,28613.236223925982
4856,240,Bali,2024-07-26,1,Failed,2024-08-06,1000,Yes,40922.69575114155,14109.877993077629,54032.57374421918
3697,652,Kerala,2024-12-21,6,Confirmed,2025-01-09,0,No,99755.65802515413,17066.087066366992,116821.74509152112
3567,776,Vietnam,2024-09-09,5,Confirmed,2024-09-28,2000,Yes,200300.99172311948,77620.85327488738,275921.8449980069
1620,307,Vietnam,2024-12-28,2,Confirmed,2025-02-09,1000,Yes,79234.66943743614,28183.376660306534,106418.04609774267
3836,895,Bali,2024-02-08,4,Confirmed,2024-04-18,1000,Yes,150399.6843529755,71697.07289172785,221096.75724470336
3112,331,Maldives,2024-11-20,8,Confirmed,2024-12-10,0,No,507709.36792620295,100985.9593499646,608695.3272761676
2611,764,Thailand,2024-09-04,4,Canceled,2024-09-15,0,No,138399.94194903763,44766.556247523935,183166.49819656156
4007,795,Bali,2024-02-26,3,Confirmed,2024-03-07,0,No,122227.12292419893,28032.706395591333,150259.82931979027
1411,784,Kerala,2024-07-20,8,Confirmed,2024-07-29,0,No,134272.88932394865,45183.96553474643,179456.85485869506
1718,898,Vietnam,2024-05-13,9,Confirmed,2024-05-23,0,No,346264.2866261284,145295.32629961855,491559.61292574694
2818,280,Kashmir,2024-10-04,2,Confirmed,2024-10-21,500,Yes,46436.64784845745,3384.745110522618,49321.39295898007
1772,205,Thailand,2024-12-28,2,Failed,2025-02-23,0,No,67330.92035026483,32998.14350745668,100329.06385772151
4268,697,Vietnam,2024-12-22,1,Confirmed,2025-01-20,2000,Yes,38513.699235579064,7534.734390138257,44048.43362571732
1737,492,Dubai,2024-09-13,6,Canceled,2024-09-29,1000,Yes,195944.9795665685,21809.732351788538,216754.71191835706
2308,977,Kerala,2024-09-11,6,Confirmed,2024-11-09,0,No,101642.25653302555,6573.757464497556,108216.0139975231
1749,514,Bali,2024-07-16,6,Confirmed,2024-07-26,500,Yes,263304.0754359498,121758.19982395766,384562.2752599075
1466,544,Dubai,2024-08-10,9,Confirmed,2024-08-18,0,No,255318.67132200874,23327.239829277947,278645.9111512867
2685,551,Vietnam,2024-11-28,9,Confirmed,2024-12-06,2000,Yes,330005.8253020561,132241.9151495386,460247.7404515947
3767,369,Maldives,2024-03-15,10,Confirmed,2024-03-19,500,Yes,606889.2949832573,-3462.4365553780726,602926.8584278793
1137,945,Kerala,2024-08-12,9,Confirmed,2024-08-26,500,Yes,160428.0393530819,23812.926877465266,183740.96623054717
1156,440,Kashmir,2024-08-01,2,Confirmed,2024-08-14,1000,Yes,53975.30832250363,11250.57284951847,64225.8811720221
3876,353,Bali,2024-02-13,6,Confirmed,2024-02-27,0,No,254040.60263259604,5626.82021407917,259667.4228466752
2125,223,Himachal Pradesh,2024-09-30,9,Confirmed,2024-10-20,2000,Yes,163051.1376662067,10453.771838846695,171504.9095050534
1900,942,Bali,2024-10-26,10,Failed,2025-01-02,2000,Yes,373775.50666254375,90315.25045805235,462090.7571205961
4994,719,Kashmir,2024-01-07,4,Confirmed,2024-04-05,1000,Yes,109844.37110306522,43249.7260445515,152094.09714761673
1167,498,Kashmir,2024-07-24,4,Confirmed,2024-08-30,1000,Yes,101929.65690743503,34101.82848217605,135031.48538961107
1822,951,Kerala,2024-07-11,4,Confirmed,2024-07-20,1000,Yes,71476.99562759075,307.79213617937364,70784.78776377012
4251,658,Himachal Pradesh,2024-10-18,10,Canceled,2024-10-22,0,No,217818.81074151568,78360.76442889679,296179.5751704125
1999,999,Kashmir,2024-11-02,3,Confirmed,2024-11-18,2000,Yes,73167.93528187476,17423.179567235788,88591.11484911054
4271,565,Vietnam,2024-09-04,8,Confirmed,2024-09-20,1000,Yes,334345.6646909251,29876.113355787616,363221.77804671274
4454,396,Kashmir,2024-01-14,10,Confirmed,2024-01-27,2000,Yes,239595.13777254077,72510.31464076939,310105.4524133102
3412,638,Kashmir,2024-04-10,1,Confirmed,2024-04-27,0,No,22528.642104362545,8853.346533852082,31381.98863821463
3438,812,Kashmir,2024-09-07,1,Confirmed,2024-09-22,2000,Yes,23937.400249352144,10550.406502529944,32487.80675188209
2131,816,Vietnam,2024-08-08,10,Confirmed,2024-08-18,0,No,416494.78223153565,103997.08613655381,520491.86836808943
1052,648,Dubai,2024-06-27,7,Canceled,2024-07-07,0,No,221616.53341801363,41514.63131508892,263131.16473310255
2809,504,Himachal Pradesh,2024-01-22,10,Confirmed,2024-04-21,1000,Yes,203450.04942610735,64608.618951442666,267058.66837755
3186,392,Vietnam,2024-03-19,5,Confirmed,2024-05-16,0,No,200557.3366686286,76087.49750542552,276644.8341740541
3131,826,Dubai,2024-05-25,6,Confirmed,2024-06-10,1000,Yes,163550.10686507623,33692.55455532191,196242.66142039816
1110,931,Vietnam,2024-04-29,9,Confirmed,2024-05-07,1000,Yes,364604.12966440513,71056.10734031467,434660.2370047198
1194,732,Kerala,2024-07-29,9,Confirmed,2024-08-11,2000,Yes,149097.64873637568,12194.298771812142,159291.94750818782
2870,632,Dubai,2024-07-18,6,Confirmed,2024-07-25,500,Yes,176437.42215673925,22482.14854815694,198419.57070489618
3823,738,Himachal Pradesh,2024-06-29,10,Confirmed,2024-07-17,0,No,209453.63380337955,41583.48848794343,251037.12229132297
3288,876,Kerala,2024-03-29,4,Confirmed,2024-04-17,0,No,72180.60712171602,-183.6377612517123,71996.96936046431
4038,975,Kerala,2024-02-17,7,Confirmed,2024-03-08,2000,Yes,118194.43200144656,49400.28385783284,165594.7158592794
2689,889,Maldives,2024-01-07,3,Canceled,2024-01-08,2000,Yes,196442.82127254532,91090.9196736849,285533.74094623025
2585,712,Vietnam,2024-12-14,2,Confirmed,2024-12-21,2000,Yes,79469.18038180633,27817.872577451602,105287.05295925794
4903,595,Kerala,2024-04-01,4,Confirmed,2024-04-21,0,No,67491.44308300251,33030.19318494789,100521.63626795041
4526,887,Himachal Pradesh,2024-06-16,4,Confirmed,2024-06-28,2000,Yes,76652.22915020681,26169.386686176083,100821.6158363829
2071,750,Kashmir,2024-10-02,4,Confirmed,2024-11-10,0,No,93048.69133731621,43265.69651516507,136314.38785248128
2506,348,Maldives,2024-09-09,1,Confirmed,2024-09-16,500,Yes,55447.476147630005,10667.58454607676,65615.06069370676
2198,225,Himachal Pradesh,2024-03-23,2,Confirmed,2024-05-10,2000,Yes,36751.94621901025,5578.284257516014,40330.23047652627
4050,292,Kerala,2024-05-01,4,Confirmed,2024-07-24,1000,Yes,74653.33668501445,21201.24010232285,94854.5767873373
3002,968,Kerala,2024-10-06,2,Confirmed,2024-10-15,0,No,39389.12768182541,6374.006435398565,45763.13411722398
3166,330,Himachal Pradesh,2024-02-15,8,Confirmed,2024-03-03,1000,Yes,154560.07927183268,847.9045789272166,154407.9838507599
1922,957,Bali,2024-02-07,9,Confirmed,2024-02-21,500,Yes,370227.331780884,-9291.020754045514,360436.3110268385
1214,758,Bali,2024-03-16,1,Confirmed,2024-04-02,1000,Yes,37493.69148778163,11004.754268243272,47498.4457560249
4674,355,Maldives,2024-05-20,7,Confirmed,2024-06-04,500,Yes,450517.1732252968,33185.907240455796,483203.0804657526
2459,926,Dubai,2024-04-04,4,Confirmed,2024-04-14,2000,Yes,110611.23746878152,12762.687101103593,121373.92456988512
2547,373,Vietnam,2024-07-19,10,Confirmed,2024-07-26,0,No,390354.5628548246,115302.40900374744,505656.97185857204
1103,691,Maldives,2024-05-22,2,Canceled,2024-06-05,1000,Yes,109089.08998623797,52401.39377424373,160490.4837604817
3341,650,Kerala,2024-01-17,3,Confirmed,2024-01-31,0,No,49499.52552375087,11785.766204920425,61285.29172867129
1227,674,Dubai,2024-03-11,7,Confirmed,2024-03-18,0,No,224728.44333268714,75296.37088530332,300024.81421799044
1405,401,Thailand,2024-08-15,5,Confirmed,2024-08-22,0,No,190414.40506197882,71269.9000418552,261684.30510383402
1602,613,Kashmir,2024-08-20,6,Canceled,2024-10-13,0,No,156385.69884139288,-7068.438992777501,149317.2598486154
3959,415,Dubai,2024-08-13,3,Confirmed,2024-08-20,0,No,81166.8373945423,21512.27163248572,102679.10902702801
3953,389,Thailand,2024-10-18,4,Confirmed,2024-11-03,2000,Yes,147053.64239752843,-321.7989413988827,144731.84345612954
3953,734,Bali,2024-06-20,2,Confirmed,2024-06-27,0,No,80231.66618164098,24793.613979876514,105025.2801615175
2905,962,Kerala,2024-02-20,6,Confirmed,2024-03-02,2000,Yes,118596.24375026944,27065.07674341859,143661.32049368802
4717,208,Maldives,2024-05-05,7,Confirmed,2024-05-15,1000,Yes,425710.35118843504,19861.24868781622,444571.59987625125
4970,694,Himachal Pradesh,2024-03-07,8,Confirmed,2024-03-23,2000,Yes,153816.63960518263,56013.37382355507,207830.0134287377
2325,906,Kerala,2024-03-24,1,Confirmed,2024-04-13,0,No,18676.059248996746,8204.21158142542,26880.270830422167
2381,253,Kerala,2024-01-05,6,Failed,2024-01-20,0,No,113625.73969093933,-2652.450579687143,110973.28911125219
4234,242,Kashmir,2024-10-14,9,Failed,2024-10-25,2000,Yes,218636.3942129336,44746.39788786105,261382.79210079467
3034,765,Maldives,2024-11-10,3,Confirmed,2025-01-27,1000,Yes,168255.3727302495,34743.33835673538,201998.7110869849
1644,288,Himachal Pradesh,2024-06-11,5,Failed,2024-06-28,1000,Yes,95966.37762998862,42126.34183502454,137092.71946501316
4393,505,Maldives,2024-11-25,2,Confirmed,2025-01-12,500,Yes,112954.60474338518,12367.557339517987,124822.16208290316
3059,502,Himachal Pradesh,2024-02-03,2,Confirmed,2024-03-27,500,Yes,39668.84572429393,11296.977531522161,50465.823255816096
2983,892,Bali,2024-06-13,9,Confirmed,2024-06-21,500,Yes,325329.2280744309,125305.29618390602,450134.5242583369
1979,648,Kerala,2024-03-10,7,Confirmed,2024-03-23,0,No,124493.81521630053,34178.40137582382,158672.21659212434
3452,336,Thailand,2024-06-23,7,Confirmed,2024-08-06,500,Yes,240178.77599092317,28093.91867671711,267772.69466764026
1217,465,Dubai,2024-04-25,7,Confirmed,2024-05-13,500,Yes,200211.1910408063,35431.21439517397,235142.40543598027
1334,991,Vietnam,2024-07-23,3,Confirmed,2024-08-14,500,Yes,119979.88617011571,51749.308195463804,171229.19436557952
2107,553,Himachal Pradesh,2024-05-19,8,Confirmed,2024-05-26,500,Yes,167655.1430820562,18637.34980579871,185792.4928878549
4407,732,Kashmir,2024-01-28,9,Confirmed,2024-02-21,0,No,222180.07209448496,108023.27763280908,330203.34972729406
3499,662,Vietnam,2024-09-06,8,Failed,2024-09-25,1000,Yes,325311.73650924047,-4158.778192814532,320152.9583164259
1271,999,Thailand,2024-07-09,7,Confirmed,2024-07-22,2000,Yes,263890.3147342098,24520.430121063935,286410.74485527375
1293,896,Kashmir,2024-11-05,2,Confirmed,2024-12-13,0,No,50549.727250696444,6329.521839216813,56879.24908991325
4689,995,Thailand,2024-07-06,4,Confirmed,2024-07-18,500,Yes,130994.09298826683,63112.9957763045,193607.08876457132
3909,539,Vietnam,2024-09-25,10,Confirmed,2024-11-21,500,Yes,387956.8318288701,-14146.46580541305,373310.3660234571
1400,935,Dubai,2024-06-30,2,Canceled,2024-07-10,2000,Yes,55098.425852672866,15201.594534042011,68300.02038671488
4151,397,Kashmir,2024-10-16,3,Confirmed,2024-10-30,0,No,77039.18753955717,19647.991153687974,96687.17869324514
4540,275,Thailand,2024-05-22,8,Confirmed,2024-06-05,2000,Yes,255015.31920032093,12728.664068998167,265743.9832693191
2429,951,Kashmir,2024-02-08,7,Confirmed,2024-02-23,2000,Yes,164646.73028393797,46060.91992804866,208707.65021198662
2364,463,Vietnam,2024-11-02,3,Failed,2024-12-28,2000,Yes,103471.99161740504,15537.337663860058,117009.3292812651
1024,326,Kerala,2024-08-20,4,Confirmed,2024-09-04,2000,Yes,69112.74262846976,28802.213962577964,95914.95659104772
2898,866,Kerala,2024-03-08,9,Failed,2024-03-25,0,No,166054.27451373468,61293.43430868557,227347.70882242025
1890,806,Kerala,2024-03-27,6,Confirmed,2024-04-17,2000,Yes,100446.99021055615,14297.987252222789,112744.97746277894
4833,685,Bali,2024-02-25,8,Confirmed,2024-03-06,1000,Yes,295846.2884801721,87570.9844880134,382417.2729681855
1625,257,Maldives,2024-04-02,7,Confirmed,2024-04-20,0,No,460312.14599109103,2935.759953120572,463247.9059442116
3082,258,Kerala,2024-11-14,6,Confirmed,2025-02-12,2000,Yes,102626.98442779458,44831.633160995596,145458.6175887902
4855,798,Kashmir,2024-04-12,9,Confirmed,2024-04-23,500,Yes,215093.55631650946,43657.57227541635,258251.1285919258
2368,907,Kashmir,2024-12-08,8,Canceled,2025-01-27,0,No,204089.1379416269,44027.81783983821,248116.9557814651
4714,204,Maldives,2024-07-18,5,Canceled,2024-10-07,0,No,310477.6772783088,72113.94717053612,382591.62444884493
3475,498,Dubai,2024-05-24,7,Canceled,2024-07-06,1000,Yes,216442.85082935033,23761.932257909026,239204.78308725936
4265,214,Dubai,2024-09-21,5,Confirmed,2024-10-01,1000,Yes,145611.77981664322,56422.479852512944,201034.25966915616
3483,817,Kashmir,2024-06-02,6,Confirmed,2024-06-16,0,No,147100.25908288948,60940.44566122825,208040.70474411774
1195,633,Bali,2024-07-17,8,Confirmed,2024-08-03,0,No,306391.271842729,14140.737843876344,320532.00968660536
1392,411,Thailand,2024-07-01,5,Confirmed,2024-07-16,1000,Yes,182426.24623352406,83931.46485009871,265357.71108362277
4876,465,Thailand,2024-09-15,9,Confirmed,2024-09-25,1000,Yes,321845.5097059351,42156.815683477216,363002.3253894123
3194,315,Himachal Pradesh,2024-11-07,10,Confirmed,2024-11-15,1000,Yes,207333.77061138517,26393.957024243202,232727.72763562837
1982,359,Kerala,2024-01-20,6,Confirmed,2024-01-30,2000,Yes,109107.81062180614,15004.623352317278,122112.43397412341
2237,842,Vietnam,2024-08-25,9,Failed,2024-09-10,0,No,359492.44924524066,30305.358846232022,389797.80809147266
1762,887,Maldives,2024-11-14,10,Canceled,2024-11-27,500,Yes,551067.874289287,164885.65757945259,715453.5318687396
1367,409,Bali,2024-06-29,1,Confirmed,2024-07-19,500,Yes,36147.48154178132,-859.5762817812156,34787.90526000011
3722,934,Himachal Pradesh,2024-01-18,8,Confirmed,2024-01-27,1000,Yes,154495.8543813714,12327.187172745653,165823.04155411705
4580,649,Kerala,2024-08-20,4,Confirmed,2024-09-04,0,No,70109.30515589433,14412.917825160288,84522.22298105461
2010,966,Dubai,2024-07-08,5,Confirmed,2024-07-17,500,Yes,157334.9079351341,-6915.155061443065,149919.75287369103
4078,978,Kerala,2024-11-27,7,Canceled,2024-12-09,2000,Yes,128913.48955343394,48955.224360593194,175868.71391402715
2096,304,Thailand,2024-09-12,9,Confirmed,2024-09-20,1000,Yes,336099.9462517307,99339.57585630701,434439.5221080377
3822,826,Dubai,2024-05-04,1,Confirmed,2024-06-15,2000,Yes,28762.237847274915,-1310.4355780428546,25451.80226923206
3180,826,Kerala,2024-03-20,6,Confirmed,2024-06-04,500,Yes,106567.50330523607,30052.438718606743,136119.9420238428
1645,975,Vietnam,2024-04-18,1,Confirmed,2024-05-04,0,No,36448.58011152489,16461.04721480863,52909.62732633352
1393,832,Kerala,2024-03-05,10,Confirmed,2024-03-25,500,Yes,184050.38849208519,-5947.920358080743,177602.46813400445
2586,626,Vietnam,2024-02-15,7,Confirmed,2024-05-11,0,No,269915.81156331627,72911.7201304104,342827.53169372666
4521,430,Kashmir,2024-08-13,1,Confirmed,2024-08-22,2000,Yes,24921.084981323613,-299.19058982723806,22621.894391496375
2626,858,Himachal Pradesh,2024-05-06,3,Failed,2024-07-11,0,No,58033.66099409342,4391.4188759483495,62425.07987004177
1691,400,Kerala,2024-03-07,7,Confirmed,2024-03-21,0,No,115209.6006683046,49251.021287906064,164460.62195621067
4797,512,Kerala,2024-12-27,8,Confirmed,2025-01-25,1000,Yes,154024.00695194775,75666.07787851577,228690.08483046351
1403,955,Kerala,2024-12-08,5,Canceled,2024-12-15,500,Yes,95884.4514146736,32434.22328720023,127818.67470187384
3108,845,Maldives,2024-02-09,4,Confirmed,2024-03-22,2000,Yes,263706.49889089144,8651.088638473828,270357.58752936526
1573,472,Vietnam,2024-09-23,1,Failed,2024-10-02,0,No,36709.496819395645,-890.635468763576,35818.86135063207
2160,590,Maldives,2024-03-20,2,Confirmed,2024-04-09,2000,Yes,121659.03732312078,46098.29108037777,165757.32840349854
3524,468,Himachal Pradesh,2024-02-10,4,Confirmed,2024-02-20,2000,Yes,72084.67474182253,22478.247561571483,92562.922303394
2344,806,Himachal Pradesh,2024-05-31,9,Confirmed,2024-06-13,0,No,177170.24234767523,-5641.071396748635,171529.1709509266
4308,625,Bali,2024-03-13,10,Confirmed,2024-04-08,500,Yes,404885.82983360725,110463.1085668242,514848.9384004314
4767,878,Maldives,2024-06-18,5,Canceled,2024-07-02,1000,Yes,275314.60264740227,102064.577734586,376379.1803819883
2163,282,Bali,2024-02-13,5,Confirmed,2024-03-05,0,No,186413.46332178797,59095.888467120945,245509.3517889089
3427,528,Dubai,2024-02-17,1,Confirmed,2024-03-09,0,No,29564.963710048585,-658.564177703204,28906.399532345382
2618,869,Maldives,2024-03-08,1,Confirmed,2024-03-17,2000,Yes,59120.9760798082,2154.8097999688657,59275.78587977707
4695,451,Vietnam,2024-03-08,10,Canceled,2024-03-22,500,Yes,348106.746560519,101659.9699919873,449266.71655250626
2183,825,Kashmir,2024-09-06,5,Confirmed,2024-10-01,2000,Yes,118562.87791783248,14253.676051797505,130816.55396962998
3610,965,Thailand,2024-02-29,2,Confirmed,2024-03-20,500,Yes,76179.01790980936,-2701.916119919174,72977.10178989019
3052,919,Maldives,2024-02-26,10,Confirmed,2024-03-06,500,Yes,651840.0606962878,50609.7428509868,701949.8035472746
4779,669,Kerala,2024-03-15,4,Confirmed,2024-05-27,0,No,74284.31651096189,1339.9294683321607,75624.24597929405
1107,362,Bali,2024-11-16,3,Confirmed,2024-12-02,500,Yes,127204.25549242682,25948.201666874134,152652.45715930095
2998,405,Kashmir,2024-08-10,6,Confirmed,2024-10-12,1000,Yes,148675.19837676422,38006.11072932409,185681.3091060883
4369,367,Maldives,2024-08-12,5,Confirmed,2024-08-18,2000,Yes,295270.8340409472,64822.14196572703,358092.97600667423
3707,535,Bali,2024-08-04,1,Confirmed,2024-08-08,2000,Yes,38177.45062013459,-1681.357128172659,34496.093491961925
3859,747,Dubai,2024-03-18,1,Confirmed,2024-04-05,1000,Yes,31232.163107640154,6208.773026593395,36440.93613423355
3933,449,Dubai,2024-03-20,5,Confirmed,2024-04-08,2000,Yes,153800.81431291287,6098.287485450234,157899.10179836312
3597,865,Kashmir,2024-04-14,8,Confirmed,2024-04-23,1000,Yes,183896.0422941396,-2850.3714930674823,180045.67080107212
4301,730,Kashmir,2024-09-25,10,Confirmed,2024-10-14,1000,Yes,271523.8152376556,-2545.572014046098,267978.2432236095
1664,563,Dubai,2024-10-17,9,Canceled,2024-11-02,1000,Yes,264734.5438494299,107933.68841828065,371668.2322677105
3071,453,Kashmir,2024-07-01,5,Confirmed,2024-07-15,1000,Yes,125722.47549031151,15111.719539005488,139834.195029317
3489,208,Thailand,2024-12-22,1,Confirmed,2025-02-17,0,No,34442.072750974694,10127.129898900577,44569.20264987527
3690,926,Bali,2024-08-22,5,Confirmed,2024-09-03,500,Yes,214225.24764617314,15228.56053602291,228953.80818219605
3001,737,Thailand,2024-06-25,7,Confirmed,2024-08-28,2000,Yes,239961.10845863132,55981.61003888511,293942.7184975164
3832,542,Kashmir,2024-09-22,8,Confirmed,2024-10-04,2000,Yes,180653.92886221994,27271.729386651372,205925.6582488713
3838,363,Maldives,2024-06-28,3,Confirmed,2024-07-18,500,Yes,162434.3959059849,49559.44939569458,211493.84530167945
3818,700,Dubai,2024-09-18,3,Canceled,2024-09-25,500,Yes,85653.96412574805,9656.89002984965,94810.8541555977
2909,306,Bali,2024-07-03,7,Canceled,2024-07-21,2000,Yes,257868.57789725487,4622.179979312775,260490.75787656766
3747,601,Thailand,2024-01-18,10,Failed,2024-03-29,2000,Yes,371998.2028571349,72445.78914401923,442443.99200115417
1213,477,Kashmir,2024-07-02,1,Confirmed,2024-07-09,2000,Yes,26264.170063925412,10986.78623346962,35250.95629739503
2798,834,Himachal Pradesh,2024-01-18,5,Confirmed,2024-01-29,0,No,93774.56979570362,17047.13780632781,110821.70760203143
2121,478,Vietnam,2024-06-27,7,Confirmed,2024-08-07,0,No,267698.54960893764,76446.74863733184,344145.29824626946
3860,498,Himachal Pradesh,2024-09-22,5,Canceled,2024-09-29,1000,Yes,103099.87566452121,6587.499444417216,108687.37510893843
1133,330,Bali,2024-11-14,7,Confirmed,2025-01-06,2000,Yes,274396.50876675156,335.05707314258046,272731.5658398941
4495,497,Himachal Pradesh,2024-06-10,7,Confirmed,2024-06-25,0,No,149608.83148267923,37056.24050660857,186665.0719892878
1321,928,Vietnam,2024-02-13,7,Confirmed,2024-04-07,1000,Yes,286488.93400501326,140761.76833646055,426250.7023414738
2929,542,Dubai,2024-04-14,7,Failed,2024-04-24,2000,Yes,207753.50998582953,2448.0346039614487,208201.54458979098
3137,463,Himachal Pradesh,2024-05-31,8,Confirmed,2024-06-09,2000,Yes,171631.25444655446,9334.252569313732,178965.5070158682
3535,785,Himachal Pradesh,2024-06-12,9,Canceled,2024-08-28,2000,Yes,185818.88441168942,9675.07008830885,193493.95449999828
1594,840,Kashmir,2024-08-20,10,Confirmed,2024-09-08,0,No,268180.35852931126,30776.7561945486,298957.1147238599
1359,966,Maldives,2024-02-03,7,Failed,2024-02-16,2000,Yes,385446.2739921214,126173.8075067104,509620.0814988318
1740,585,Bali,2024-05-08,3,Confirmed,2024-08-03,500,Yes,109405.597477301,43014.53692694709,151920.1344042481
2608,362,Dubai,2024-12-26,5,Confirmed,2025-01-14,2000,Yes,154472.61758570737,58575.44190766901,211048.05949337638
1599,977,Kashmir,2024-05-29,10,Failed,2024-06-18,0,No,229566.03665832986,68963.06320821533,298529.0998665452
3574,613,Himachal Pradesh,2024-04-21,7,Canceled,2024-05-12,2000,Yes,128945.51801868102,48029.113983281386,174974.6320019624
4063,610,Thailand,2024-10-13,4,Confirmed,2024-10-21,1000,Yes,128404.4544289632,10396.784950801144,137801.23937976436
3530,471,Bali,2024-07-18,3,Confirmed,2024-07-29,1000,Yes,108716.14312160239,36837.70939496702,144553.85251656943
4868,868,Kashmir,2024-04-03,10,Canceled,2024-04-12,0,No,249827.14302090745,36078.03779061534,285905.18081152276
1600,576,Thailand,2024-02-08,5,Confirmed,2024-02-28,1000,Yes,167394.88272977134,13427.605961912735,179822.4886916841
3350,709,Himachal Pradesh,2024-11-25,9,Confirmed,2024-12-12,500,Yes,190315.14912672387,30713.37163354543,220528.5207602693
4151,271,Dubai,2024-11-24,7,Confirmed,2024-12-14,500,Yes,211883.4175769704,90671.33585614974,302054.75343312015
4430,988,Himachal Pradesh,2024-10-19,7,Canceled,2024-11-05,0,No,148427.58308618667,1764.2589899260927,150191.84207611275
4247,604,Dubai,2024-03-16,9,Confirmed,2024-03-24,0,No,250149.11158294586,25531.706668409624,275680.8182513555
4394,946,Kashmir,2024-08-26,3,Confirmed,2024-09-15,1000,Yes,75439.61881021914,2376.9446122823356,76816.56342250147
2785,542,Kerala,2024-12-19,9,Failed,2025-01-26,1000,Yes,159415.90655196566,64499.49801221909,222915.40456418475
4280,802,Himachal Pradesh,2024-04-28,7,Canceled,2024-04-30,1000,Yes,137589.05638044872,38839.5219686353,175428.578349084
2646,928,Kerala,2024-02-20,4,Confirmed,2024-02-29,1000,Yes,66727.5145248752,12430.934944094548,78158.44946896975
1246,421,Vietnam,2024-04-17,6,Confirmed,2024-04-26,1000,Yes,209226.01452155944,39898.7322477592,248124.74676931865
3600,249,Maldives,2024-11-17,7,Confirmed,2024-11-26,0,No,441051.4749011817,91151.37223754637,532202.847138728
3341,815,Maldives,2024-04-09,8,Confirmed,2024-04-22,500,Yes,440303.41301063384,101845.82087728565,541649.2338879195
3423,989,Maldives,2024-07-17,4,Confirmed,2024-10-01,500,Yes,228228.83885896517,32446.157749670427,260174.99660863559
1135,802,Maldives,2024-12-30,8,Confirmed,2025-01-25,0,No,467858.1755535654,111112.86853483497,578971.0440884003
3142,762,Kashmir,2024-09-03,2,Confirmed,2024-09-18,500,Yes,53379.53681390517,19977.829507554878,72857.36632146005
3293,319,Thailand,2024-11-04,7,Confirmed,2024-11-24,1000,Yes,244750.05225342288,-2177.6198432670526,241572.43241015583
